Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,ETFdb Pro Tools,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,Equity,"$12,430,935.00",N/A,"1,869",$28.66,1.20%,No,No,3.49%,4.83%,N/A,N/A,N/A,"$3,722,535.00",$0.00,$0.00,"$3,722,535.00","$3,722,535.00","$3,722,535.00",Large Cap Growth Equities,2020-06-24,0.60%,N/A,$0.04,2020-09-21,$0.04,0.14%,34.32,1.41,167,41.61%,N/A,N/A,N/A,$26.59,$28.67,$28.66,$28.66,58.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.69,70.74%,73.57%,150.41,7.59%,8.18%
SBB,ProShares Short Small Cap 600,Equity,"$12,336,683.00",-9.34%,"10,383",$27.08,-0.37%,Yes,No,-5.35%,-7.63%,-18.60%,-22.28%,-46.83%,"$13,735,924.75",$0.00,"-$724,955.50","$13,738,251.50","$9,572,443.75","$8,533,863.50",Inverse Equities,2007-01-23,0.95%,N/A,$0.06,2020-03-25,$0.01,0.23%,0.00,-1.22,601,6.29%,35%,15%,1099,$26.99,$30.83,$26.98,$27.13,36.92,B,C+,C+,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHME,John Hancock Multi-Factor Energy ETF,Equity,"$12,335,515.00",-49.73%,"7,715",$11.72,-1.43%,No,No,5.16%,-2.56%,-43.69%,-53.08%,N/A,"$2,164,851.60",$0.00,"-$1,185,269.40","$1,484,506.80","$10,157,013.90","$21,432,166.90",Energy Equities,2016-03-28,0.40%,N/A,$1.36,2020-06-25,$0.21,11.44%,26.97,1.99,34,57.75%,39%,20%,1099,$10.80,$12.74,$11.68,$11.80,43.52,N/A,N/A,B,N/A,N/A,N/A,N/A,4.43,20.74%,20.44%,499.2,0.00%,0.30%
TERM,EquityCompass Tactical Risk Manager ETF,Multi-Asset,"$12,255,327.00",-14.68%,"1,965",$16.09,0.00%,No,No,3.85%,3.97%,-5.63%,-20.33%,N/A,"-$10,421,138.50",$0.00,$0.00,"-$14,175,371.50","$863,473.00","$26,389,841.50",Large Cap Blend Equities,2017-04-11,0.73%,N/A,$0.27,2020-09-24,$0.05,1.69%,17.31,0.79,149,8.37%,39%,20%,1099,$14.92,$16.17,$16.07,$16.12,59.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.85,23.35%,45.91%,256.83,6.01%,3.10%
FBCV,Fidelity Blue Chip Value ETF,Equity,"$12,228,729.00",N/A,"29,365",$21.68,0.23%,No,No,4.39%,4.75%,N/A,N/A,N/A,"$10,350,205.50",$0.00,"$2,081,027.00","$10,350,205.50","$10,350,205.50","$10,350,205.50",Large Cap Blend Equities,2020-06-02,N/A,N/A,$0.06,2020-09-18,$0.05,0.29%,15.12,1.31,102,36.99%,N/A,N/A,N/A,$19.85,$21.79,$21.58,$21.81,60.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USAI,American Energy Independence ETF,Equity,"$12,198,320.00",-27.14%,"2,086",$15.89,-0.75%,No,No,5.95%,1.98%,-23.35%,N/A,N/A,"$4,706,225.00","-$757,090.00","-$757,090.00","$5,842,640.00","$14,518,090.00","$14,518,090.00",Energy Equities,2017-12-13,0.75%,N/A,$1.50,2020-09-29,$0.05,9.33%,14.97,1.87,37,58.92%,39%,20%,1099,$14.59,$16.15,$15.84,$15.98,52.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.53,25.30%,10.00%,669.79,7.84%,0.09%
HYTR,CP High Yield Trend ETF,Bond,"$12,132,809.00",N/A,"1,597",$23.46,0.13%,No,No,0.97%,0.61%,N/A,N/A,N/A,"$4,766,060.54",$0.00,$0.00,"$4,766,060.54","$4,766,060.54","$4,766,060.54",High Yield Bonds,2020-01-21,0.97%,N/A,$0.39,2020-09-15,$0.08,1.68%,0.00,0.43,4,100.00%,39%,20%,1099,$22.94,$23.50,$23.44,$23.47,58.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.64,85.39%,10.87%,288.29,5.54%,1.96%
VEGA,AdvisorShares STAR Global Buy-Write ETF,Multi-Asset,"$11,890,860.00",2.33%,976,$34.84,0.49%,No,No,2.39%,2.33%,8.83%,17.10%,37.74%,"-$3,397,470.75","-$834,154.75","-$834,154.75","-$3,397,470.75","-$7,258,182.75","-$17,231,211.75",Global Equities,2012-09-17,2.04%,N/A,$0.15,2019-12-27,$0.15,0.43%,22.37,0.68,13,90.04%,35%,15%,1099,$33.11,$34.92,$34.84,$34.84,58.27,C+,B-,C,C,A+,C,C,6.5,70.09%,67.18%,133.05,8.22%,5.47%
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$11,870,298.00",-21.73%,"42,164",$19.78,1.33%,No,3x,29.96%,30.91%,70.22%,N/A,N/A,"-$2,346,347.00",$0.00,$0.00,"-$10,075,628.50","$7,904,266.12","$6,450,001.62",Leveraged Equities,2017-11-15,0.99%,N/A,$0.00,2019-09-24,$0.02,0.00%,25.49,3.31,43,46.45%,39%,20%,1099,$13.55,$19.43,$19.51,$20.08,64.08,N/A,C,B+,N/A,N/A,N/A,N/A,5.04,32.58%,31.63%,31.16,0.00%,5.62%
KOIN,Innovation Shares NextGen Protocol ETF,Equity,"$11,745,489.00",23.98%,"4,395",$35.16,0.98%,No,No,4.61%,6.13%,33.91%,N/A,N/A,"$1,562,667.50",$0.00,$0.00,"-$517,584.25","$5,751,144.00","$5,751,144.00",Technology Equities,2018-01-30,0.95%,N/A,$0.47,2019-12-24,$0.47,1.34%,26.77,0.98,44,44.70%,39%,20%,1099,$32.45,$34.99,$35.01,$35.23,61.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.17,97.67%,96.10%,48.71,6.08%,5.83%
DALI,First Trust Dorsey Wright DALI 1 ETF,Equity,"$11,738,236.00",-7.86%,"5,167",$19.17,1.43%,No,No,4.84%,9.15%,-0.36%,N/A,N/A,"-$49,202,748.50",$0.00,$0.00,"-$49,202,527.50","$17,180,699.50","$17,180,699.50",All Cap Equities,2018-05-14,0.91%,N/A,$0.31,2020-09-24,$0.12,1.64%,0.00,0.96,8,100.00%,39%,20%,1099,$16.99,$18.99,$19.14,$19.20,71.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.25,16.89%,34.31%,261.22,4.88%,2.65%
PBTP,Invesco PureBetaSM 0-5 Yr US TIPS ETF,Bond,"$11,613,684.00",3.78%,"5,030",$25.84,0.00%,No,No,0.23%,0.32%,4.77%,9.31%,N/A,"$31,008.00",$0.00,"$2,583,670.00","$3,771,962.00","$8,705,696.00","$8,705,696.00",Inflation-Protected Bonds,2017-09-22,0.07%,N/A,$0.21,2020-09-21,$0.08,0.81%,0.00,0.06,18,63.00%,39%,20%,1099,$25.74,$25.85,$25.84,$25.85,65.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.58,52.00%,69.79%,2.9,0.00%,0.00%
AMU,ETRACS Alerian MLP Index ETN,Equity,"$11,577,185.00",-45.80%,"10,465",$7.42,0.13%,No,No,8.96%,2.20%,-45.82%,-52.99%,-55.32%,"-$109,921,666.70",$0.00,"-$358,718.70","-$194,973,511.70","-$178,150,813.85","-$200,750,063.46",MLPs,2012-07-18,0.80%,N/A,$0.29,2019-11-27,$0.29,3.96%,0.00,1.89,35,58.24%,35%,15%,1099,$6.51,$7.60,$7.36,$7.46,50.21,A-,B,A,N/A,B-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF,Equity,"$11,541,928.00",-4.46%,"4,079",$27.64,0.62%,No,No,4.88%,6.86%,3.35%,11.06%,N/A,"-$8,723,048.50",$0.00,$0.00,"-$7,311,121.00","$9,266,857.50","$9,266,857.50",Small Cap Growth Equities,2017-04-26,0.35%,N/A,$0.41,2020-09-14,$0.17,1.49%,21.75,1.10,496,10.14%,39%,20%,1099,$24.62,$27.64,$27.64,$27.64,62.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.94,25.94%,13.57%,165.61,2.83%,5.81%
TOKE,Cambria Cannabis ETF,Equity,"$11,417,687.00",-17.20%,"8,721",$12.00,2.30%,No,No,10.09%,4.45%,-24.34%,N/A,N/A,"$5,091,886.50",$0.00,$0.00,"$9,119,734.50","$17,033,594.00","$17,033,594.00",All Cap Equities,2019-07-25,0.42%,N/A,N/A,N/A,N/A,N/A,16.96,1.99,32,64.40%,39%,20%,1099,$10.54,$11.93,$11.84,$12.14,56.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SQLV,Legg Mason Small-Cap Quality Value ETF,Equity,"$11,351,091.00",-10.40%,"1,137",$24.78,-0.04%,No,No,8.17%,8.58%,-0.67%,-2.22%,N/A,"$2,698,678.50",$0.00,"$4,875.50","$1,292,550.00","$11,086,652.50","$12,341,172.00",Small Cap Blend Equities,2017-07-12,0.62%,N/A,$0.32,2020-09-14,$0.04,1.30%,10.14,1.38,244,7.46%,39%,20%,1099,$22.43,$24.68,$24.65,$24.93,61.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.56,9.91%,10.29%,97.44,0.53%,5.52%
HEWC,iShares Currency Hedged MSCI Canada ETF,Equity,"$11,346,781.00",-0.12%,"1,195",$25.77,-0.12%,No,No,2.27%,2.18%,3.49%,12.69%,28.62%,"-$32,515,495.00",$0.00,$0.00,"-$24,362,163.50","$9,648,832.50","$8,508,919.00",Large Cap Blend Equities,2015-06-29,0.52%,N/A,$1.59,2020-07-02,$1.09,6.18%,12.75,0.74,2,100.00%,35%,15%,1099,$24.63,$25.84,$25.77,$25.77,56.35,N/A,B,C+,N/A,N/A,B-,N/A,5.85,4.91%,46.02%,310.58,6.75%,1.08%
YLDE,ClearBridge Dividend Strategy ESG ETF,Equity,"$11,301,732.00",1.72%,"2,010",$33.33,2.24%,No,No,1.99%,3.11%,11.06%,33.18%,N/A,"$4,744,297.50",$0.00,"$1,614,855.00","$4,744,297.50","$7,735,695.50","$7,735,695.50",Large Cap Growth Equities,2017-05-22,0.60%,N/A,$0.50,2020-09-25,$0.10,1.50%,22.33,0.93,51,35.32%,39%,20%,1099,$31.71,$33.43,$33.22,$33.38,58.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.54,69.82%,68.48%,236.5,5.81%,5.24%
USXF,iShares ESG Advanced MSCI USA ETF,Equity,"$11,072,180.00",N/A,"27,102",$28.97,1.08%,No,No,3.85%,5.57%,N/A,N/A,N/A,"$5,550,924.00","$5,550,924.00","$5,550,924.00","$5,550,924.00","$5,550,924.00","$5,550,924.00",Large Cap Growth Equities,2020-06-16,0.10%,N/A,$0.09,2020-09-23,$0.09,0.31%,25.76,1.59,304,33.19%,39%,20%,1099,$26.83,$28.83,$28.84,$29.08,61.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.89,98.55%,93.74%,73.48,0.18%,12.43%
ESNG,Direxion MSCI USA ESG - Leaders vs. Laggards ETF,Equity,"$10,968,708.00",N/A,320,$57.32,0.54%,No,No,4.38%,4.74%,N/A,N/A,N/A,"-$2,679,747.00",$0.00,$0.00,"-$2,679,747.00","-$2,679,747.00","-$2,679,747.00",Long-Short,2020-02-05,0.42%,N/A,$0.57,2020-09-22,$0.23,0.99%,0.00,1.27,101,35.45%,39%,20%,1099,$53.07,$57.22,$57.32,$57.34,59.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.12,99.94%,99.76%,141.13,10.74%,12.03%
IEME,iShares Evolved U.S. Media and Entertainment ETF,Equity,"$10,884,816.00",1.91%,"5,174",$27.89,-0.21%,No,No,2.42%,3.83%,11.02%,N/A,N/A,"$3,402,985.50",$0.00,$0.00,"$4,774,215.50","$5,969,916.00","$5,969,916.00",All Cap Equities,2018-03-21,0.18%,N/A,$1.23,2020-09-23,$0.10,4.40%,17.49,1.13,91,46.25%,39%,20%,1099,$26.57,$28.08,$27.84,$27.98,56.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.51,6.06%,4.00%,19.56,0.98%,0.21%
SEPZ,TrueShares Structured Outcome ETF September Series,N/A,"$10,863,045.00",N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,"$3,014,602.50",$0.00,"$3,014,602.50","$3,014,602.50","$3,014,602.50","$3,014,602.50",N/A,2020-08-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VAMO,Cambria Value and Momentum ETF,Alternatives,"$10,749,370.00",-6.51%,"1,139",$19.14,0.84%,No,No,4.81%,10.02%,-1.22%,-20.83%,-18.83%,"-$2,027,942.50",$0.00,$0.00,"-$2,027,942.50","$9,640,363.50","$16,622,965.50",Small Cap Blend Equities,2015-09-01,0.64%,Interactive Brokers,$0.34,2016-12-27,$0.03,1.39%,9.50,0.48,102,26.09%,39%,20%,1099,$16.94,$19.07,$19.14,$19.14,64.41,N/A,N/A,A,N/A,N/A,N/A,N/A,4.72,64.72%,27.65%,124.87,1.84%,7.97%
QMJ,Direxion S&P 500 High minus Low Quality ETF,Equity,"$10,714,414.00",N/A,489,$55.45,0.49%,No,No,3.34%,5.11%,N/A,N/A,N/A,"-$2,515,796.00",$0.00,$0.00,"-$2,515,796.00","-$2,515,796.00","-$2,515,796.00",Long-Short,2020-02-05,0.37%,N/A,$0.53,2020-09-22,$0.17,0.97%,0.00,1.29,101,44.04%,39%,20%,1099,$51.67,$55.59,$55.44,$55.47,58.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.28,93.20%,85.89%,100.17,3.54%,8.65%
PQLC,PGIM QMA Strategic Alpha Large-Cap Core ETF,Equity,"$10,600,320.00",0.02%,106,$55.79,0.31%,No,No,4.05%,5.14%,9.24%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$73,265.00","-$73,265.00",Large Cap Blend Equities,2018-10-17,0.17%,N/A,$1.04,2020-09-01,$0.24,1.87%,19.60,1.04,293,3.77%,39%,20%,1099,$51.46,$55.78,$55.79,$55.79,62.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.13,34.22%,54.85%,203.82,8.03%,7.47%
ERM,EquityCompass Risk Manager ETF,Multi-Asset,"$10,508,591.00",-14.70%,"3,712",$18.43,0.05%,No,No,3.92%,3.96%,-5.41%,-8.26%,N/A,"-$5,491,447.00",$0.00,"-$904,207.00","-$8,604,317.00","$2,122,256.50","$12,299,388.00",Large Cap Blend Equities,2017-04-11,0.65%,N/A,$0.32,2020-09-24,$0.06,1.73%,17.34,0.89,149,8.32%,39%,20%,1099,$17.02,$18.52,$18.43,$18.43,59.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.84,23.11%,45.55%,256.8,6.17%,3.18%
SMEZ,SPDR EURO STOXX Small Cap ETF,Equity,"$10,487,751.00",2.25%,958,$62.71,0.74%,No,No,3.98%,1.11%,13.68%,7.41%,39.14%,"-$4,131,964.75",$0.00,"-$1,556,888.50","-$7,139,173.25","-$4,847,238.25","$1,031,514.25",Europe Equities,2014-06-04,0.45%,N/A,$0.70,2020-06-22,$0.37,1.12%,18.83,0.97,90,16.86%,35%,15%,1099,$58.14,$63.65,$62.71,$62.71,59.52,B+,C+,B+,B,B,B+,B+,7.19,11.90%,84.35%,125.13,6.08%,11.72%
BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,Bond,"$10,409,454.00",2.69%,"1,382",$26.14,0.11%,No,No,0.33%,0.21%,3.54%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Emerging Markets Bonds,2018-10-04,0.29%,N/A,$1.02,2020-09-21,$0.08,3.91%,0.00,0.22,48,28.00%,39%,20%,1099,$25.86,$26.21,$26.12,$26.19,66.10,B-,B+,B-,C,A,C,C,3.67,78.18%,11.05%,539.49,3.27%,2.51%
HEWU,iShares Currency Hedged MSCI United Kingdom ETF,Equity,"$10,398,470.00",-19.52%,"6,202",$19.24,0.10%,No,No,1.61%,-0.47%,-14.42%,-9.80%,12.88%,"-$39,933,698.00",$0.00,$0.00,"-$20,995,754.00","$4,527,931.00","$13,767,406.00",Europe Equities,2015-06-29,0.50%,N/A,$0.76,2020-07-02,$0.34,3.96%,16.01,0.61,2,100.00%,35%,15%,1099,$18.56,$19.51,$19.24,$19.25,51.82,N/A,N/A,B+,N/A,N/A,B-,C,7.7,29.84%,91.49%,105.77,16.39%,2.06%
XVZ,iPath S&P 500 Dynamic VIX ETN,Volatility,"$10,349,577.00",110.76%,"3,333",$40.73,-1.62%,No,No,-1.17%,2.85%,117.40%,76.24%,48.87%,"-$1,525,296.75","$139,078.23","$510,407.42","-$1,508,507.80","-$6,987,434.31","-$20,647,058.23",Volatility,2011-08-17,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.31,1,100.00%,35%,15%,1099,$40.11,$42.26,$40.38,$41.13,51.57,A,B,B-,A-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESCR,Xtrackers Bloomberg Barclays US Investment Grade Corporate ESG ETF,Bond,"$10,147,416.00",-3.75%,"2,723",$22.54,-0.09%,No,No,-0.36%,-0.61%,0.18%,2.66%,12.18%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2015-03-03,0.15%,N/A,$0.65,2020-10-01,$0.04,2.89%,0.00,0.40,509,8.49%,N/A,N/A,N/A,$22.43,$22.69,$22.54,$22.54,47.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.75,94.68%,75.20%,235.52,1.12%,5.04%
IBTA,iShares iBonds Dec 2021 Term Treasury ETF,Bond,"$10,145,728.00",N/A,"25,312",$25.36,0.00%,No,No,0.00%,0.00%,N/A,N/A,N/A,"$7,602,447.50",$0.00,"$2,535,949.00","$7,602,447.50","$7,602,447.50","$7,602,447.50",Government Bonds,2020-02-25,0.07%,N/A,$0.07,2020-10-01,$0.00,0.27%,0.00,0.03,14,89.59%,39%,20%,1099,$25.36,$25.37,N/A,N/A,55.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.58,90.24%,70.36%,0.0,0.00%,0.00%
IMLP,iPath S&P MLP ETN,Equity,"$10,115,698.00",-44.97%,871,$8.21,-0.24%,No,No,7.48%,2.86%,-45.65%,-51.05%,-53.99%,"-$7,084,419.29",$0.00,$0.00,"-$7,837,563.23","-$58,273,798.81","-$423,812,525.67",MLPs,2013-01-03,0.80%,N/A,$0.00,2019-08-27,$0.31,0.00%,0.00,1.86,53,58.15%,35%,15%,1099,$7.25,$8.41,$8.18,$8.27,50.40,B,C+,A-,N/A,B,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBUS,Invesco PureBetaSM MSCI USA ETF,Equity,"$10,106,895.00",12.14%,"2,052",$35.47,1.72%,No,No,4.57%,5.61%,23.78%,48.03%,N/A,"$5,963,112.50",$0.00,"$1,697,000.00","$5,963,112.50","$5,963,112.50","$5,963,112.50",Large Cap Growth Equities,2017-09-22,0.04%,N/A,$0.56,2020-09-21,$0.13,1.61%,30.03,0.92,617,25.92%,39%,20%,1099,$32.60,$35.27,$34.96,$36.08,60.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.49,53.14%,66.89%,149.24,10.79%,6.62%
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,Equity,"$10,020,200.00",-8.31%,"5,852",$19.59,-0.15%,No,No,4.76%,6.63%,1.02%,N/A,N/A,"$2,165,679.00",$0.00,"$943,858.50","$4,322,878.50","$9,303,349.50","$9,303,349.50",Small Cap Blend Equities,2017-11-01,0.60%,N/A,$0.35,2020-09-24,$0.06,1.77%,13.60,1.28,101,11.01%,39%,20%,1099,$17.57,$19.60,N/A,N/A,62.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.44,20.70%,37.36%,119.33,4.93%,4.59%
BILS,SPDR Bloomberg Barclays 3-12 Month T-Bill ETF,Bond,"$10,007,354.00",N/A,N/A,$100.09,0.01%,No,No,0.01%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Government Bonds,2020-09-23,0.14%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,21,65.36%,N/A,N/A,N/A,N/A,N/A,$100.09,$100.09,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPE,C-Tracks Miller/Howard MLP Fundamental Index ETN Series B,Equity,"$9,981,800.00",-45.24%,377,$10.32,-0.10%,No,No,4.24%,0.12%,-44.51%,-53.08%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2016-08-08,0.85%,N/A,$0.00,2019-07-10,$0.41,0.00%,0.00,2.02,N/A,N/A,39%,20%,1099,$9.45,$10.69,N/A,N/A,47.70,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IECS,iShares Evolved U.S. Consumer Staples ETF,Equity,"$9,976,253.00",5.68%,"2,239",$29.66,0.64%,No,No,2.55%,2.31%,9.94%,N/A,N/A,"$1,216,232.50",$0.00,$0.00,"$1,216,232.50","$5,337,406.00","$5,337,406.00",Consumer Staples Equities,2018-03-21,0.18%,N/A,$0.70,2020-09-23,$0.22,2.38%,24.92,0.70,124,58.09%,39%,20%,1099,$27.88,$29.77,$29.58,$29.74,61.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.65,57.33%,72.48%,73.6,12.47%,14.71%
PQSG,PGIM QMA Strategic Alpha Small-Cap Growth ETF,Equity,"$9,789,260.00",-1.73%,121,$53.18,0.99%,No,No,6.97%,8.68%,12.88%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$75,030.00","-$75,030.00",Small Cap Growth Equities,2018-11-13,0.29%,N/A,$0.39,2020-09-01,$0.06,0.74%,19.70,1.27,530,4.70%,39%,20%,1099,$46.75,$52.97,$53.18,$53.18,64.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57,10.19%,10.33%,81.47,2.71%,5.51%
ACT,AdvisorShares Vice ETF,Equity,"$9,746,666.00",9.72%,"2,360",$27.51,1.07%,No,No,5.09%,4.21%,21.14%,N/A,N/A,"-$2,418,255.50",$0.00,$0.00,"-$3,641,523.00","$6,226,385.75","$6,226,385.75",All Cap Equities,2017-12-12,0.99%,N/A,$0.62,2019-12-27,$0.62,2.28%,26.15,1.04,31,55.44%,39%,20%,1099,$25.30,$27.40,$27.39,$27.65,67.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.21,0.00%,57.52%,53.3,57.77%,0.64%
GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,Equity,"$9,591,774.00",8.12%,"2,047",$33.33,0.69%,No,No,3.77%,3.73%,15.81%,N/A,N/A,"$1,283,126.50",$0.00,$0.00,"$2,802,272.00","$5,457,208.50","$5,457,208.50",Large Cap Growth Equities,2018-10-30,0.56%,N/A,$0.00,2018-12-20,$0.11,0.00%,22.92,0.90,67,21.33%,39%,20%,1099,$31.31,$33.29,$33.32,$33.34,60.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,46.35%,73.84%,64.73,15.97%,7.31%
MJO,Indxx MicroSectors Cannabis 2X Leveraged ETN,Equity,"$9,536,484.00",8.35%,609,$55.87,2.82%,No,2x,16.89%,14.22%,42.90%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-12-13,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.46,22,77.61%,39%,20%,1099,$44.40,$53.94,$55.07,$56.28,61.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,Equity,"$9,486,310.00",-2.62%,"1,411",$33.04,0.36%,No,No,4.40%,2.78%,3.46%,18.62%,N/A,"-$59,458,859.50",$0.00,$0.00,"-$95,357,228.00","-$165,008,130.00","-$31,375,318.50",All Cap Equities,2015-11-05,0.35%,N/A,$0.98,2020-09-21,$0.30,2.98%,30.19,0.99,358,4.00%,39%,20%,1099,$30.94,$33.45,$33.01,$33.11,60.62,N/A,B+,B,N/A,N/A,C,N/A,5.56,16.18%,39.43%,298.83,7.56%,8.36%
RAFE,RAFI ESG U.S. ETF,Multi-Asset,"$9,379,981.00",-5.73%,"2,668",$23.26,0.26%,No,No,3.59%,3.84%,N/A,N/A,N/A,"$3,439,067.50",$0.00,$0.00,"$3,439,067.50","$3,439,067.50","$3,439,067.50",Large Cap Blend Equities,2019-12-18,0.29%,N/A,$0.48,2020-10-01,$0.14,2.07%,16.77,1.17,253,26.16%,39%,20%,1099,$21.65,$23.37,$23.22,$23.33,60.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.87,23.91%,46.48%,78.76,1.13%,6.09%
IBHD,iShares iBonds 2024 Term High Yield and Income ETF,Bond,"$9,353,641.00",-2.46%,"2,388",$23.68,0.17%,No,No,1.02%,0.83%,-0.15%,N/A,N/A,"$283,150.00",$0.00,$0.00,"$283,150.00","$2,762,044.00","$2,762,044.00",High Yield Bonds,2019-05-07,0.35%,N/A,$1.37,2020-10-01,$0.12,5.83%,0.00,0.47,199,17.70%,39%,20%,1099,$23.15,$23.72,$23.66,$23.71,61.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.95,0.00%,6.05%,239.52,1.14%,2.76%
ROKT,SPDR S&P Kensho Final Frontiers ETF,Equity,"$9,223,826.00",-7.54%,"4,915",$33.29,0.00%,No,No,3.70%,6.29%,-4.02%,N/A,N/A,"$5,262,371.90",$0.00,"-$317,548.90","$3,531,093.70","$6,687,323.30","$6,687,323.30",Industrials Equities,2018-10-22,0.45%,N/A,$0.17,2020-09-21,$0.04,0.51%,21.68,1.13,30,46.27%,39%,20%,1099,$30.66,$33.49,$33.20,$33.47,58.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.35,38.00%,62.71%,45.84,59.16%,1.13%
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,Equity,"$9,191,937.00",-8.08%,"1,300",$23.92,1.74%,No,No,1.75%,-2.05%,-0.49%,N/A,N/A,$0.00,$0.00,$0.00,"$8,087.00","$8,087.00","$8,087.00",Small Cap Blend Equities,2019-07-23,0.20%,N/A,$0.43,2020-10-01,$0.11,1.72%,14.92,10.33,639,7.44%,39%,20%,1099,$21.94,$25.36,$23.74,$24.30,55.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.36,46.97%,18.77%,206.04,4.84%,3.63%
